Name of Earth Meteorite,id,Meteorite,nametype,recclass,mass,year,reclat,reclong,point_coordinates
,10079,0,Valid,H4,0.0,1934-01-01T00:00:00.000,36.050000,-94.166670,[]
,10080,0,Valid,H4,0.0,1875-01-01T00:00:00.000,36.883330,8.450000,[]
,10081,0,Valid,CO3.3,0.0,1900-01-01T00:00:00.000,32.533330,-87.166670,[]
,10086,0,Valid,H5,0.0,1924-01-01T00:00:00.000,34.600000,116.750000,[]
,10088,0,Valid,OC,0.0,1889-01-01T00:00:00.000,36.100000,-81.416670,[]
,10091,0,Valid,H3-5,0.0,1996-01-01T00:00:00.000,43.181110,13.753330,[]
,10107,0,Valid,L6,0.0,1894-01-01T00:00:00.000,47.816670,-96.850000,[]
,10111,0,Valid,H3,0.0,1922-01-01T00:00:00.000,30.833330,-97.766670,[]
,10119,0,Valid,H5,0.0,1890-01-01T00:00:00.000,43.250000,-93.666670,[]
,10120,0,Valid,H4,0.0,1942-01-01T00:00:00.000,-33.350000,146.858330,[]
,10123,0,Valid,L6,0.0,1924-01-01T00:00:00.000,36.783330,-78.083330,[]
,10163,0,Valid,H6,0.0,1900-01-01T00:00:00.000,50.950000,7.316670,[]
,10164,0,Valid,L6,0.0,1829-01-01T00:00:00.000,33.016670,-83.966670,[]
,10166,0,Valid,Stone-uncl,0.0,1944-01-01T00:00:00.000,28.250000,7.000000,[]
,10177,0,Valid,Howardite,0.0,1868-01-01T00:00:00.000,34.483330,-87.833330,[]
,52412,0,Valid,L5,0.0,1945-01-01T00:00:00.000,31.475560,113.566940,[]
,10836,0,Valid,L5,0.0,1882-01-01T00:00:00.000,33.183330,130.200000,[]
,10838,0,Valid,Stone-uncl,0.0,1654-01-01T00:00:00.000,55.333330,10.333330,[]
,10839,0,Valid,L6,0.0,1822-01-01T00:00:00.000,25.950000,80.816670,[]
,10840,0,Valid,Stone-uncl,0.0,1977-01-01T00:00:00.000,32.900000,115.900000,[]
,10846,0,Valid,H6,0.0,1826-01-01T00:00:00.000,44.300000,0.400000,[]
,10848,0,Valid,LL6,0.0,1952-01-01T00:00:00.000,7.050000,12.433330,[]
,10849,0,Valid,EH3/4-an,0.0,1952-01-01T00:00:00.000,7.050000,12.433330,[]
,10850,0,Valid,H4,0.0,1995-01-01T00:00:00.000,51.683330,30.783330,[]
,10851,0,Valid,L6,0.0,1897-01-01T00:00:00.000,27.350000,68.533330,[]
,10854,0,Valid,H5,0.0,1960-01-01T00:00:00.000,11.650000,-2.183330,[]
,10860,0,Valid,"Iron, IIE",0.0,1917-01-01T00:00:00.000,27.883330,68.533330,[]
,10861,0,Valid,Diogenite-pm,0.0,1950-01-01T00:00:00.000,41.683330,-112.133330,[]
,44882,0,Valid,L6,0.0,1984-01-01T00:00:00.000,12.850000,11.033330,[]
,10866,0,Valid,H5,0.0,2000-01-01T00:00:00.000,14.150830,-2.041670,[]
,10870,0,Valid,H5,0.0,1950-01-01T00:00:00.000,12.916670,11.916670,[]
,10914,0,Valid,L6,0.0,1909-01-01T00:00:00.000,35.533330,136.883330,[]
,10917,0,Valid,L6,0.0,1853-01-01T00:00:00.000,37.316670,13.566670,[]
,10919,0,Valid,L6,0.0,1947-01-01T00:00:00.000,9.600000,9.916670,[]
,10923,0,Valid,L/LL5,0.0,1990-01-01T00:00:00.000,52.200000,6.866670,[]
,10924,0,Valid,H5-6,0.0,1939-01-01T00:00:00.000,-7.250000,107.700000,[]
,10926,0,Valid,H4,0.0,1918-01-01T00:00:00.000,57.350000,37.616670,[]
,10930,0,Valid,L6,0.0,1991-01-01T00:00:00.000,52.459720,-0.300000,[]
,10936,0,Valid,H5,0.0,1879-01-01T00:00:00.000,50.666670,16.766670,[]
,10948,0,Valid,H6,0.0,1865-01-01T00:00:00.000,24.233330,89.050000,[]
,10949,0,Valid,H3.7,0.0,1974-01-01T00:00:00.000,48.283330,38.083330,[]
,10956,0,Valid,L6,0.0,1964-01-01T00:00:00.000,42.900000,2.250000,[]
,11196,0,Valid,L5,0.0,1976-01-01T00:00:00.000,60.666670,11.000000,[]
,50911,0,Valid,H5,0.0,2009-01-01T00:00:00.000,43.200000,-79.616670,[]
,11206,0,Valid,CV3,0.0,1861-01-01T00:00:00.000,43.666670,45.383330,[]
,11207,0,Valid,H5,0.0,1837-01-01T00:00:00.000,49.266670,18.716670,[]
,11208,0,Valid,L6,0.0,1881-01-01T00:00:00.000,46.350000,30.583330,[]
,11426,0,Valid,H4,0.0,1841-01-01T00:00:00.000,51.933330,15.500000,[]
,11429,0,Valid,H5,0.0,1910-01-01T00:00:00.000,52.866670,16.633330,[]
,11432,0,Valid,H6,0.0,1932-01-01T00:00:00.000,-33.000000,-58.616670,[]
,11435,0,Valid,H5,0.0,1996-01-01T00:00:00.000,39.804170,122.763890,[]
,11436,0,Valid,L6,0.0,1983-01-01T00:00:00.000,24.100000,105.000000,[]
,11437,0,Valid,L6,0.0,1980-01-01T00:00:00.000,37.100000,118.400000,[]
,11439,0,Valid,H6,0.0,1892-01-01T00:00:00.000,38.733330,-6.016670,[]
,11440,0,Valid,Stone-uncl,0.0,1891-01-01T00:00:00.000,43.766670,20.233330,[]
,11442,0,Valid,L5,0.0,1972-01-01T00:00:00.000,13.500000,-0.683330,[]
,11443,0,Valid,LL5,0.0,1949-01-01T00:00:00.000,9.916670,13.983330,[]
,11448,0,Valid,H5,0.0,1982-01-01T00:00:00.000,22.983330,76.050000,[]
,11449,0,Valid,CBa,0.0,1984-01-01T00:00:00.000,11.491670,11.658330,[]
,11450,0,Valid,H5,0.0,1904-01-01T00:00:00.000,42.900000,24.700000,[]
,11464,0,Valid,L6,0.0,1814-01-01T00:00:00.000,13.783330,78.566670,[]
,11465,0,Valid,H4/5,0.0,1981-01-01T00:00:00.000,9.366670,42.416670,[]
,11466,0,Valid,H3/4,0.0,1851-01-01T00:00:00.000,51.916670,8.383330,[]
,11467,0,Valid,OC,0.0,1930-01-01T00:00:00.000,35.000000,127.500000,[]
,11468,0,Valid,H?,0.0,1817-01-01T00:00:00.000,35.650000,139.333330,[]
,11472,0,Valid,H3-6,0.0,1934-01-01T00:00:00.000,50.316670,3.733330,[]
,11479,0,Valid,L3.4,0.0,1944-01-01T00:00:00.000,57.816670,16.233330,[]
,11485,0,Valid,LL4,0.0,1959-01-01T00:00:00.000,41.383330,-86.600000,[]
,11824,0,Valid,Eucrite-mmict,0.0,1878-01-01T00:00:00.000,26.800000,82.533330,[]
,11829,0,Valid,CM2,0.0,1921-01-01T00:00:00.000,28.383330,75.783330,[]
,11830,0,Valid,L6,0.0,1961-01-01T00:00:00.000,32.675000,-94.511670,[]
,11842,0,Valid,L6,0.0,1859-01-01T00:00:00.000,38.250000,-86.166670,[]
,11848,0,Valid,H4,0.0,1910-01-01T00:00:00.000,35.294500,136.700330,[]
,11852,0,Valid,"Iron, IAB-sHL",0.0,1890-01-01T00:00:00.000,28.950000,0.816670,[]
,11855,0,Valid,Stone-uncl,0.0,1628-01-01T00:00:00.000,51.650000,-1.516670,[]
,11859,0,Valid,Ureilite,0.0,1971-01-01T00:00:00.000,60.245560,22.061940,[]
,11869,0,Valid,H5,0.0,1922-01-01T00:00:00.000,55.466670,13.783330,[]
,11870,0,Valid,L3.7-6,0.0,1910-01-01T00:00:00.000,27.333330,35.666670,[]
,11875,0,Valid,H5,0.0,1857-01-01T00:00:00.000,10.000000,-84.100000,[]
,11878,0,Valid,H5,0.0,1869-01-01T00:00:00.000,59.850000,17.666670,[]
,11883,0,Valid,H5,0.0,1897-01-01T00:00:00.000,33.600000,130.433330,[]
,11884,0,Valid,L6,0.0,1804-01-01T00:00:00.000,55.900000,-4.233330,[]
,11889,0,Valid,H5,0.0,2003-01-01T00:00:00.000,34.450000,132.383330,[]
,44714,0,Valid,H6,0.0,2003-01-01T00:00:00.000,1.345000,31.472780,[]
,11893,0,Valid,L4,0.0,1954-01-01T00:00:00.000,64.433330,21.200000,[]
,11894,0,Valid,L/LL6,0.0,1912-01-01T00:00:00.000,34.900000,-110.183330,[]
,11895,0,Valid,Stone-uncl,0.0,1923-01-01T00:00:00.000,9.066670,38.416670,[]
,11901,0,Valid,L5,0.0,1875-01-01T00:00:00.000,41.800000,-91.866670,[]
,11904,0,Valid,L5,0.0,1825-01-01T00:00:00.000,21.300000,-157.866670,[]
,11913,0,Valid,L6,0.0,1956-01-01T00:00:00.000,35.666670,115.500000,[]
,11915,0,Valid,OC,0.0,1963-01-01T00:00:00.000,39.350000,-100.450000,[]
,11916,0,Valid,"Iron, IID",0.0,1751-01-01T00:00:00.000,46.100000,16.333330,[]
,54719,0,Valid,H5,0.0,2010-01-01T00:00:00.000,26.464690,106.632410,[]
,11986,0,Valid,H6,0.0,1877-01-01T00:00:00.000,50.300000,8.916670,[]
,11989,0,Valid,EL6,0.0,1901-01-01T00:00:00.000,61.183330,22.683330,[]
,11992,0,Valid,Diogenite,0.0,1870-01-01T00:00:00.000,52.283330,7.700000,[]
,11993,0,Valid,Eucrite-mmict,0.0,1957-01-01T00:00:00.000,-20.000000,-45.000000,[]
,11994,0,Valid,OC,0.0,1949-01-01T00:00:00.000,38.000000,35.000000,[]
,11995,0,Valid,H6,0.0,1936-01-01T00:00:00.000,58.200000,82.933330,[]
,12000,0,Valid,H5,0.0,1956-01-01T00:00:00.000,-32.100000,28.333330,[]
,12003,0,Valid,H5,0.0,1977-01-01T00:00:00.000,-23.200000,-51.833330,[]
,12004,0,Valid,H6,0.0,1975-01-01T00:00:00.000,-6.033330,145.366670,[]
,12027,0,Valid,EH4,0.0,1891-01-01T00:00:00.000,39.750000,46.666670,[]
,12028,0,Valid,L6,0.0,1917-01-01T00:00:00.000,39.083330,-94.400000,[]
,12037,0,Valid,L6,0.0,1963-01-01T00:00:00.000,41.000000,112.000000,[]
,12039,0,Valid,L5,0.0,1977-01-01T00:00:00.000,53.415000,-111.337500,[]
,12043,0,Valid,H6,0.0,1972-01-01T00:00:00.000,-25.500000,-54.500000,[]
,12049,0,Valid,H,0.0,1954-01-01T00:00:00.000,-8.933330,33.800000,[]
,12053,0,Valid,H5,0.0,1928-01-01T00:00:00.000,-31.183330,-57.950000,[]
,12056,0,Valid,H5,0.0,1879-01-01T00:00:00.000,-3.400000,-44.333330,[]
,12058,0,Valid,EH7-an,0.0,1990-01-01T00:00:00.000,26.590830,-12.952170,[]
,12063,0,Valid,CI1,0.0,1938-01-01T00:00:00.000,-8.416670,32.433330,[]
,12065,0,Valid,L6,0.0,1903-01-01T00:00:00.000,-32.500000,21.900000,[]
,12067,0,Valid,EL6,0.0,1926-01-01T00:00:00.000,26.750000,68.416670,[]
,12068,0,Valid,Ureilite,0.0,1990-01-01T00:00:00.000,0.0,0.0,[]
,12069,0,Valid,Iron,0.0,1621-01-01T00:00:00.000,31.000000,75.000000,[]
,12072,0,Valid,H6,0.0,1866-01-01T00:00:00.000,18.750000,75.333330,[]
,12074,0,Valid,L6,0.0,1979-01-01T00:00:00.000,39.700000,105.800000,[]
,12078,0,Valid,LL6,0.0,1889-01-01T00:00:00.000,43.833330,20.441670,[]
,12079,0,Valid,L6,0.0,1901-01-01T00:00:00.000,0.0,0.0,[]
,51589,0,Valid,L6,0.0,2009-01-01T00:00:00.000,46.421370,14.052170,[]
,12085,0,Valid,L5,0.0,1873-01-01T00:00:00.000,31.300000,72.383330,[]
,12086,0,Valid,H5,0.0,1964-01-01T00:00:00.000,31.916670,104.916670,[]
,12087,0,Valid,"Iron, IIIAB",0.0,1890-01-01T00:00:00.000,30.808330,109.500000,[]
,12171,0,Valid,H5,0.0,1976-01-01T00:00:00.000,44.050000,126.166670,[]
,47362,0,Valid,L5,0.0,2006-01-01T00:00:00.000,22.680000,70.313330,[]
,12173,0,Valid,Howardite,0.0,1877-01-01T00:00:00.000,55.700000,24.400000,[]
,12198,0,Valid,Diogenite,0.0,1924-01-01T00:00:00.000,40.350000,-104.900000,[]
,12199,0,Valid,LL6,0.0,1974-01-01T00:00:00.000,-11.850000,15.833330,[]
,12202,0,Valid,Eucrite-mmict,0.0,1819-01-01T00:00:00.000,45.433330,-0.450000,[]
,12203,0,Valid,H5,0.0,1997-01-01T00:00:00.000,35.500000,115.416670,[]
,12207,0,Valid,H6,0.0,1876-01-01T00:00:00.000,12.850000,76.800000,[]
,12209,0,Valid,L6,0.0,1984-01-01T00:00:00.000,-7.716670,111.200000,[]
,12210,0,Valid,L6,0.0,1976-01-01T00:00:00.000,35.200000,118.800000,[]
,12213,0,Valid,"Iron, IIIAB",0.0,1968-01-01T00:00:00.000,38.740280,-7.270000,[]
,12214,0,Valid,Eucrite-mmict,0.0,1821-01-01T00:00:00.000,44.716670,4.300000,[]
,12218,0,Valid,CV3,0.0,1857-01-01T00:00:00.000,47.350000,21.300000,[]
,12220,0,Valid,H4,0.0,1971-01-01T00:00:00.000,11.850000,8.216670,[]
,12221,0,Valid,H6,0.0,1822-01-01T00:00:00.000,27.083330,78.333330,[]
,12222,0,Valid,H5,0.0,1838-01-01T00:00:00.000,27.250000,79.966670,[]
,12227,0,Valid,L6,0.0,1908-01-01T00:00:00.000,49.866670,30.833330,[]
,12228,0,Valid,CR2,0.0,1980-01-01T00:00:00.000,15.000000,48.300000,[]
,12229,0,Valid,CO3.2,0.0,1937-01-01T00:00:00.000,55.433330,53.250000,[]
,12230,0,Valid,K3,0.0,1890-01-01T00:00:00.000,12.383330,78.516670,[]
,12231,0,Valid,L6,0.0,1858-01-01T00:00:00.000,45.133330,21.666670,[]
,12232,0,Valid,H4,0.0,1951-01-01T00:00:00.000,-6.833330,29.500000,[]
,12236,0,Valid,L6,0.0,1879-01-01T00:00:00.000,17.833330,73.983330,[]
,12238,0,Valid,L6,0.0,1942-01-01T00:00:00.000,26.033330,81.466670,[]
,12240,0,Valid,H5,0.0,1913-01-01T00:00:00.000,36.041670,139.956670,[]
,12241,0,Valid,L6,0.0,1902-01-01T00:00:00.000,14.183330,75.800000,[]
,12243,0,Valid,L6,0.0,1959-01-01T00:00:00.000,31.600000,65.783330,[]
,12245,0,Valid,H5,0.0,1908-01-01T00:00:00.000,-7.000000,115.500000,[]
,12246,0,Valid,H5,0.0,1897-01-01T00:00:00.000,32.083330,76.300000,[]
,12251,0,Valid,Howardite,0.0,1942-01-01T00:00:00.000,4.700000,33.633330,[]
,47357,0,Valid,L5/6,0.0,2004-01-01T00:00:00.000,20.339160,73.223290,[]
,12253,0,Valid,L6,0.0,1937-01-01T00:00:00.000,42.450000,73.366670,[]
,12256,0,Valid,LL6,0.0,1840-01-01T00:00:00.000,47.216670,81.016670,[]
,12258,0,Valid,LL6,0.0,1963-01-01T00:00:00.000,-3.500000,35.583330,[]
,12260,0,Valid,L6,0.0,1949-01-01T00:00:00.000,12.900000,7.150000,[]
,12262,0,Valid,L6,0.0,1905-01-01T00:00:00.000,27.800000,67.166670,[]
,12263,0,Valid,L6,0.0,1955-01-01T00:00:00.000,31.583330,71.600000,[]
,12264,0,Valid,CK4,0.0,1930-01-01T00:00:00.000,-35.083330,139.916670,[]
,12266,0,Valid,H,0.0,1938-01-01T00:00:00.000,35.366670,136.766670,[]
,30740,0,Valid,H4,0.0,2003-01-01T00:00:00.000,29.583330,77.583330,[]
,35465,0,Valid,L6,0.0,1999-01-01T00:00:00.000,11.333330,10.083330,[]
,47351,0,Valid,"Iron, IIE-an",0.0,2006-01-01T00:00:00.000,25.143330,75.813330,[]
,12268,0,Valid,"Iron, IIIAB",0.0,1961-01-01T00:00:00.000,39.263330,31.780000,[]
,12270,0,Valid,L4,0.0,1940-01-01T00:00:00.000,-7.750000,112.016670,[]
,53654,0,Valid,L4,0.0,2008-01-01T00:00:00.000,36.541940,29.418220,[]
,12275,0,Valid,L4,0.0,1939-01-01T00:00:00.000,29.450000,-96.000000,[]
,12276,0,Valid,H4-5,0.0,2003-01-01T00:00:00.000,20.462500,86.702780,[]
,12282,0,Valid,H5,0.0,1874-01-01T00:00:00.000,48.400000,-3.300000,[]
,12284,0,Valid,H6,0.0,1869-01-01T00:00:00.000,48.116670,-3.083330,[]
,12286,0,Valid,H4,0.0,1850-01-01T00:00:00.000,38.983330,141.616670,[]
,12288,0,Valid,EL6,0.0,1873-01-01T00:00:00.000,29.533330,72.300000,[]
,12289,0,Valid,LL5,0.0,1932-01-01T00:00:00.000,25.550000,83.116670,[]
,12291,0,Valid,L6,0.0,1787-01-01T00:00:00.000,50.625000,35.075000,[]
,12294,0,Valid,L6,0.0,1860-01-01T00:00:00.000,26.950000,77.883330,[]
,12296,0,Valid,H6,0.0,1867-01-01T00:00:00.000,28.016670,75.816670,[]
,12297,0,Valid,L5,0.0,1929-01-01T00:00:00.000,56.750000,75.333330,[]
,12298,0,Valid,L3.6,0.0,1910-01-01T00:00:00.000,25.100000,81.533330,[]
,12299,0,Valid,Aubrite,0.0,1932-01-01T00:00:00.000,16.000000,36.000000,[]
,12300,0,Valid,H6,0.0,1983-01-01T00:00:00.000,14.000000,28.000000,[]
,12301,0,Valid,L6,0.0,1962-01-01T00:00:00.000,54.400000,10.150000,[]
,12303,0,Valid,H5,0.0,1970-01-01T00:00:00.000,16.583330,-11.333330,[]
,12305,0,Valid,Stone-uncl,0.0,1906-01-01T00:00:00.000,36.850000,138.383330,[]
,12306,0,Valid,H6,0.0,1809-01-01T00:00:00.000,55.000000,34.000000,[]
,12307,0,Valid,LL6,0.0,2002-01-01T00:00:00.000,12.766670,9.800000,[]
,12308,0,Valid,H5,0.0,1911-01-01T00:00:00.000,43.583330,-89.600000,[]
,12309,0,Valid,H6,0.0,1844-01-01T00:00:00.000,54.666670,-7.666670,[]
,12316,0,Valid,H6,0.0,1967-01-01T00:00:00.000,11.633330,24.683330,[]
,12321,0,Valid,Eucrite-mmict,0.0,1906-01-01T00:00:00.000,30.750000,-95.950000,[]
,12325,0,Valid,L6,0.0,1914-01-01T00:00:00.000,48.166670,22.308330,[]
,12326,0,Valid,L6,0.0,1998-01-01T00:00:00.000,43.383330,-80.383330,[]
,12332,0,Valid,H6,0.0,1843-01-01T00:00:00.000,51.600000,10.800000,[]
,12335,0,Valid,L/LL5,0.0,1866-01-01T00:00:00.000,48.900000,22.400000,[]
,12336,0,Valid,CK4,0.0,1999-01-01T00:00:00.000,34.733330,135.166670,[]
,12342,0,Valid,L6,0.0,1986-01-01T00:00:00.000,34.300000,133.950000,[]
,12343,0,Valid,Iron,0.0,1926-01-01T00:00:00.000,35.733330,139.750000,[]
,12344,0,Valid,LL5,0.0,1931-01-01T00:00:00.000,42.516670,26.166670,[]
,53810,0,Valid,H5,0.0,2010-01-01T00:00:00.000,48.763670,21.176330,[]
,12353,0,Valid,LL5,0.0,1869-01-01T00:00:00.000,49.326940,7.464720,[]
,12355,0,Valid,L6,0.0,1829-01-01T00:00:00.000,54.033330,40.900000,[]
,12357,0,Valid,H5,0.0,1946-01-01T00:00:00.000,54.333330,56.083330,[]
,12363,0,Valid,OC,0.0,1906-01-01T00:00:00.000,56.800000,77.000000,[]
,12364,0,Valid,LL3.2,0.0,1946-01-01T00:00:00.000,47.833330,30.766670,[]
,12368,0,Valid,L6,0.0,1938-01-01T00:00:00.000,51.150000,31.700000,[]
,12369,0,Valid,L5,0.0,1961-01-01T00:00:00.000,30.731110,66.802220,[]
,12370,0,Valid,L6,0.0,1811-01-01T00:00:00.000,50.750000,33.500000,[]
,12373,0,Valid,H6,0.0,1906-01-01T00:00:00.000,41.116670,45.000000,[]
,12377,0,Valid,L6,0.0,1949-01-01T00:00:00.000,55.783330,61.366670,[]
,12379,0,Valid,H5,0.0,1998-01-01T00:00:00.000,42.250000,59.200000,[]
,12381,0,Valid,OC,0.0,1920-01-01T00:00:00.000,37.050000,138.383330,[]
,12382,0,Valid,L6,0.0,1860-01-01T00:00:00.000,29.683330,78.383330,[]
,12383,0,Valid,H5,0.0,1977-01-01T00:00:00.000,44.516670,39.300000,[]
,12384,0,Valid,L6,0.0,1914-01-01T00:00:00.000,10.833330,76.033330,[]
,12385,0,Valid,L6,0.0,1932-01-01T00:00:00.000,55.200000,75.333330,[]
,12390,0,Valid,L6,0.0,1886-01-01T00:00:00.000,32.033330,130.633330,[]
,12392,0,Valid,L6,0.0,1879-01-01T00:00:00.000,47.083330,1.750000,[]
,12394,0,Valid,OC,0.0,1878-01-01T00:00:00.000,20.666670,-101.283330,[]
,12395,0,Valid,H5,0.0,1924-01-01T00:00:00.000,-37.333330,-61.533330,[]
,12396,0,Valid,L6,0.0,1985-01-01T00:00:00.000,-31.233330,-58.166670,[]
,12408,0,Valid,H5,0.0,1871-01-01T00:00:00.000,44.283330,5.583330,[]
,12433,0,Valid,Ureilite,0.0,1955-01-01T00:00:00.000,26.783330,82.716670,[]
,12434,0,Valid,L6,0.0,1803-01-01T00:00:00.000,48.766670,0.633330,[]
,32531,0,Valid,Pallasite,0.0,2003-01-01T00:00:00.000,0.0,0.0,[]
,12435,0,Valid,Eucrite-mmict,0.0,1910-01-01T00:00:00.000,21.866670,76.033330,[]
,12451,0,Valid,L6,0.0,1887-01-01T00:00:00.000,24.450000,78.566670,[]
,12455,0,Valid,CO3.5,0.0,1872-01-01T00:00:00.000,47.700000,1.066670,[]
,12456,0,Valid,H6,0.0,1897-01-01T00:00:00.000,43.750000,5.116670,[]
,12461,0,Valid,L6,0.0,1947-01-01T00:00:00.000,58.850000,16.733330,[]
,12464,0,Valid,L6,0.0,1986-01-01T00:00:00.000,46.241670,126.196110,[]
,12465,0,Valid,L4,0.0,1925-01-01T00:00:00.000,47.750000,16.233330,[]
,12466,0,Valid,H5,0.0,1987-01-01T00:00:00.000,33.133330,115.166670,[]
,12740,0,Valid,L6,0.0,1830-01-01T00:00:00.000,51.900000,-1.116670,[]
,12743,0,Valid,L6,0.0,1938-01-01T00:00:00.000,52.450000,51.566670,[]
,12748,0,Valid,H5,0.0,1845-01-01T00:00:00.000,47.166670,0.433330,[]
,12749,0,Valid,Howardite,0.0,1845-01-01T00:00:00.000,48.533330,-0.866670,[]
,12755,0,Valid,L6,0.0,1943-01-01T00:00:00.000,35.883330,-99.333330,[]
,12756,0,Valid,L6,0.0,1912-01-01T00:00:00.000,-25.666670,28.366670,[]
,12759,0,Valid,L6,0.0,1999-01-01T00:00:00.000,52.666670,-6.966670,[]
,12760,0,Valid,H5,0.0,1907-01-01T00:00:00.000,34.583330,-87.500000,[]
,12765,0,Valid,L6,0.0,1900-01-01T00:00:00.000,52.266670,32.850000,[]
,12769,0,Valid,L6,0.0,1857-01-01T00:00:00.000,48.350000,3.250000,[]
,12772,0,Valid,L6,0.0,1896-01-01T00:00:00.000,50.366670,4.733330,[]
,14646,0,Valid,H6,0.0,1973-01-01T00:00:00.000,-26.150000,26.183330,[]
,14650,0,Valid,H5,0.0,1930-01-01T00:00:00.000,56.650000,15.866670,[]
,14652,0,Valid,H5,0.0,1813-01-01T00:00:00.000,52.566670,-8.783330,[]
,14655,0,Valid,L6,0.0,1854-01-01T00:00:00.000,52.750000,12.900000,[]
,14659,0,Valid,L5,0.0,1978-01-01T00:00:00.000,31.633330,118.983330,[]
,14661,0,Valid,L6,0.0,1808-01-01T00:00:00.000,50.200000,14.850000,[]
,14664,0,Valid,L5,0.0,1839-01-01T00:00:00.000,37.916670,-92.083330,[]
,14670,0,Valid,H4,0.0,1820-01-01T00:00:00.000,56.000000,26.433330,[]
,14675,0,Valid,Lodranite,0.0,1868-01-01T00:00:00.000,29.533330,71.800000,[]
,14678,0,Valid,Howardite,0.0,1994-01-01T00:00:00.000,26.965560,72.626670,[]
,52843,0,Valid,L6,0.0,2010-01-01T00:00:00.000,38.700660,-77.211630,[]
,14708,0,Valid,L6,0.0,1894-01-01T00:00:00.000,38.000000,-0.833330,[]
,14711,0,Valid,H5,0.0,1970-01-01T00:00:00.000,36.008330,-95.150000,[]
,14716,0,Valid,L6,0.0,1977-01-01T00:00:00.000,38.250000,-85.750000,[]
,14718,0,Valid,Mesosiderite-A3,0.0,1935-01-01T00:00:00.000,52.000000,19.916670,[]
,14721,0,Valid,L5,0.0,1926-01-01T00:00:00.000,24.950000,75.150000,[]
,14724,0,Valid,L6,0.0,1768-01-01T00:00:00.000,47.850000,0.483330,[]
,14753,0,Valid,L6,0.0,1869-01-01T00:00:00.000,32.033330,-84.766670,[]
,14754,0,Valid,H6,0.0,1980-01-01T00:00:00.000,24.800000,103.300000,[]
,14755,0,Valid,L6,0.0,1889-01-01T00:00:00.000,56.216670,13.033330,[]
,14756,0,Valid,Howardite,0.0,1813-01-01T00:00:00.000,61.200000,27.700000,[]
,14757,0,Valid,H3-5,0.0,1753-01-01T00:00:00.000,46.216670,5.000000,[]
,14759,0,Valid,Unknown,0.0,1951-01-01T00:00:00.000,-7.216670,29.433330,[]
,14764,0,Valid,L5,0.0,1937-01-01T00:00:00.000,19.000000,97.000000,[]
,15370,0,Valid,H5,0.0,1836-01-01T00:00:00.000,-5.200000,-36.666670,[]
,15371,0,Valid,L6,0.0,1981-01-01T00:00:00.000,-15.212220,35.242220,[]
,15372,0,Valid,Eucrite-pmict,0.0,1936-01-01T00:00:00.000,-28.833330,31.950000,[]
,15379,0,Valid,L,0.0,1950-01-01T00:00:00.000,25.916670,86.366670,[]
,15380,0,Valid,L6,0.0,1935-01-01T00:00:00.000,-7.750000,111.533330,[]
,15382,0,Valid,L6,0.0,1896-01-01T00:00:00.000,40.416670,-3.716670,[]
,15383,0,Valid,L3-4,0.0,1941-01-01T00:00:00.000,-26.166670,-49.933330,[]
,15386,0,Valid,"Iron, IAB-sHL",0.0,1899-01-01T00:00:00.000,37.866670,27.516670,[]
,15387,0,Valid,H3-5,0.0,1990-01-01T00:00:00.000,-19.483330,31.650000,[]
,47361,0,Valid,H4/5,0.0,2007-01-01T00:00:00.000,27.666670,95.783330,[]
,30751,0,Valid,H5/6,0.0,2004-01-01T00:00:00.000,12.833330,9.383330,[]
,15393,0,Valid,OC,0.0,1933-01-01T00:00:00.000,32.216670,-104.000000,[]
,15394,0,Valid,L5,0.0,1970-01-01T00:00:00.000,9.500000,31.750000,[]
,15395,0,Valid,H,0.0,1930-01-01T00:00:00.000,-3.133330,33.516670,[]
,15397,0,Valid,H5,0.0,1931-01-01T00:00:00.000,-28.933330,-63.233330,[]
,15400,0,Valid,Eucrite-pmict,0.0,1933-01-01T00:00:00.000,-29.450000,26.766670,[]
,15401,0,Valid,L6,0.0,1927-01-01T00:00:00.000,45.216670,62.083330,[]
,15402,0,Valid,LL6,0.0,1863-01-01T00:00:00.000,23.050000,86.700000,[]
,15403,0,Valid,Diogenite,0.0,1843-01-01T00:00:00.000,20.966670,76.100000,[]
,15405,0,Valid,LL6,0.0,1934-01-01T00:00:00.000,-17.650000,31.600000,[]
,15409,0,Valid,LL3.4,0.0,1951-01-01T00:00:00.000,45.816670,44.633330,[]
,15414,0,Valid,H5,0.0,1948-01-01T00:00:00.000,34.233330,72.083330,[]
,15418,0,Valid,L4,0.0,1925-01-01T00:00:00.000,0.0,0.0,[]
,15419,0,Valid,Iron,0.0,1898-01-01T00:00:00.000,42.716670,-99.383330,[]
,48973,0,Valid,CM2,0.0,2009-01-01T00:00:00.000,54.761830,11.467450,[]
,15421,0,Valid,H6,0.0,1941-01-01T00:00:00.000,4.666670,29.250000,[]
,15422,0,Valid,H4,0.0,1971-01-01T00:00:00.000,-22.250000,-49.933330,[]
,15424,0,Valid,L6,0.0,1847-01-01T00:00:00.000,41.900000,-91.600000,[]
,15426,0,Valid,"Pallasite, PMG",0.0,1902-01-01T00:00:00.000,61.500000,30.500000,[]
,15429,0,Valid,L5,0.0,1848-01-01T00:00:00.000,44.500000,0.150000,[]
,15430,0,Valid,L6,0.0,2002-01-01T00:00:00.000,-14.200000,48.100000,[]
,15436,0,Valid,L6,0.0,1983-01-01T00:00:00.000,35.800000,-84.100000,[]
